College                         			 					,Rating               			,Location									,Affiliate 					,Average Fee 								,Exam Accepted								,Review									
"Dr. Rizvi College of Engineering- [DRCE], Kaushambi","5.2/10","Kaushambi, Uttar Pradesh","AICTE","₹92 K / yr BE/B.Tech - avg fe...",,
"Roever Engineering College-[REC], Perambalur","5.2/10","Perambalur, Tamil Nadu","AICTE, NAAC","₹32.5 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 1 reviews"
"Roorkee Institute of Technology - [RIT], Dehradun","5.2/10","Dehradun, Uttarakhand","AICTE","₹74.3 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 25 reviews"
"Rukmani Devi Institute of Science and Technology - [RDIST], Bhopal","5.2/10","Bhopal, Madhya Pradesh","AICTE","₹55 K / yr BE/B.Tech - avg fe...",,"2.6 / 5 2 reviews"
"S.A. Engineering College, Chennai","5.2/10","Chennai, Tamil Nadu","AICTE, NBA","₹75.2 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 10 reviews"
"SD College of Engineering and Technology - [SDCET], Muzaffarnagar","5.2/10","Muzaffarnagar, Uttar Pradesh","AICTE","₹70.3 K / yr BE/B.Tech - avg fe...",,""
"SDM College of Engineering and Technology - [SDMCET], Dharwad","5.2/10","Dharwad, Karnataka","AICTE, UGC, NBA","₹1.95 L / yr BE/B.Tech - avg fe...",,"4.2 / 5 38 reviews"
"SGT Institute of Engineering and Technology - [SGTIET], Gurgaon","5.2/10","Gurgaon, Haryana","AICTE","₹1.2 L / yr BE/B.Tech - avg fe...",,"3.2 / 5 1 reviews"
"SKP Engineering College, Tiruvannamalai","5.2/10","Tiruvannamalai, Tamil Nadu","AICTE, NBA","₹54 K / yr BE/B.Tech - avg fe...",,"4.3 / 5 3 reviews"
"SNS College of Engineering - [SNSCE], Coimbatore","5.2/10","Coimbatore, Tamil Nadu","AICTE, UGC, NAAC-A","₹40 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 2 reviews"
"SR Group of Institutions - [SRGI], Jhansi","5.2/10","Jhansi, Uttar Pradesh","PCI, AICTE","₹95.9 K / yr BE/B.Tech - avg fe...",,""
"SSJ Engineering College - [SSJEC], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 3 reviews"
"Sai Vidya Institute of Technology - [SVIT], Bangalore","5.2/10","Bangalore, Karnataka","AICTE","₹1.53 L / yr BE/B.Tech - avg fe...",,"3.9 / 5 4 reviews"
"Sandip Institute of Technology and Research Center - [SITRC], Nashik","5.2/10","Nashik, Maharashtra","AICTE","₹1.2 L / yr BE/B.Tech - avg fe...",,"3.5 / 5 26 reviews"
"Sanghvi Institute of Management and Science - [SIMS], Indore","5.2/10","Indore, Madhya Pradesh","AICTE","₹22.3 K / yr BE/B.Tech - avg fe...",,"3 / 5 7 reviews"
"Sanketika Vidya Parishad Engineering College, Visakhapatnam","5.2/10","Visakhapatnam, Andhra Pradesh","AICTE","₹55 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 17 reviews"
"Santhiram Engineering College Nandyal - [SREC], Kurnool","5.2/10","Kurnool, Andhra Pradesh","AICTE","₹51.8 K / yr BE/B.Tech - avg fe...",,"3 / 5 6 reviews"
"Sapthagiri College of Engineering, Bangalore","5.2/10","Bangalore, Karnataka","AICTE","₹1.13 L / yr BE/B.Tech - avg fe...",,"3.3 / 5 25 reviews"
"Sarada Institute of Science Technology and Management - [SISTAM], Srikakulam","5.2/10","Srikakulam, Andhra Pradesh","AICTE","₹30 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 4 reviews"
"Sardar Vallabhbhai Patel Institute of Technology - [SVIT], Valsad","5.2/10","Valsad, Gujarat","AICTE","₹74.3 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 19 reviews"
"Saroj Institute of Technology and Management - [SITM], Lucknow","5.2/10","Lucknow, Uttar Pradesh","AICTE","₹73.4 K / yr BE/B.Tech - avg fe...",,"1.7 / 5 5 reviews"
"Sarvajanik College of Engineering and Technology, Surat","5.2/10","Surat, Gujarat","AICTE","-- BE/B.Tech",,"3.7 / 5 18 reviews"
"Sasi Institute of Technology & Engineering - [SITE], Tadepalligudem","5.2/10","Tadepalligudem, Andhra Pradesh","AICTE, NBA, NAAC-A","₹35 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 7 reviews"
"Satya College of Institution - [SGI], Faridabad","5.2/10","Faridabad, Haryana","AICTE","₹58.5 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 10 reviews"
"Scient Institute of Technology, Ibrahimpatnam","5.2/10","Ibrahimpatnam, Telangana","AICTE","₹72.6 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 7 reviews"
"Scope College of Engineering, Bhopal","5.2/10","Bhopal, Madhya Pradesh","AICTE","₹50 K / yr BE/B.Tech - avg fe...",,"2.2 / 5 1 reviews"
"Sethu Institute of Technology, Villupuram","5.2/10","Villupuram, Tamil Nadu","AICTE, UGC, NBA, NAAC-A","₹40 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 5 reviews"
"Shantilal Shah Engineering College - [SSEC], Bhavnagar","5.2/10","Bhavnagar, Gujarat","AICTE","-- BE/B.Tech",,"3.4 / 5 43 reviews"
"Shree Swami Atmanand Saraswati Institute of Technology - [SSASIT], Surat","5.2/10","Surat, Gujarat","AICTE","₹63.5 K / yr BE/B.Tech - avg fe...",,""
"Shri Shankaracharya College of Engineering and Technology - [SSCET], Durg","5.2/10","Durg, Chhattisgarh","AICTE","₹68.2 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 10 reviews"
"Shri Siddhi Vinayak Group of Institutions - [SSVGI], Bareilly","5.2/10","Bareilly, Uttar Pradesh","AICTE","-- BE/B.Tech",,"3.7 / 5 21 reviews"
"Siddhartha Institute of Engineering and Technology, Hyderabad","5.2/10","Hyderabad, Telangana","AICTE","₹64.1 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 16 reviews"
"Sinhgad Institute of Technology - [SIT] Lonavala, Pune","5.2/10","Pune, Maharashtra","AICTE","₹1.01 L / yr BE/B.Tech - avg fe...",,"3.5 / 5 32 reviews"
"Sir Chhotu Ram Institute of Engineering and Technology - [SCRIET], Meerut","5.2/10","Meerut, Uttar Pradesh","AICTE","₹72 K / yr BE/B.Tech - avg fe...",,""
"Smt. Indira Gandhi College of Engineering - [SIGCE], Navi Mumbai","5.2/10","Navi Mumbai, Maharashtra","AICTE","₹72.9 K / yr BE/B.Tech - avg fe...",,""
"SNS College of Technology - [SNSCT], Coimbatore","5.2/10","Coimbatore, Tamil Nadu","AICTE, NBA, NAAC-A+","₹70 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 11 reviews"
"Sree Chaitanya College of Engineering - [SCCE], Karim Nagar","5.2/10","Karim Nagar, Telangana","AICTE","₹48 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 5 reviews"
"Sree Narayana Gurukulam College of Engineering - [SNGCE] Kadayiruppu, Ernakulam","5.2/10","Ernakulam, Kerala","AICTE, NBA","₹84.6 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 4 reviews"
"Sreenivasa Institute of Technology & Management Studies - [SITAMS], Chittoor","5.2/10","Chittoor, Andhra Pradesh","AICTE","₹58 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 10 reviews"
"Shri Dadaji Institute of Technology and Science - [SDITS], Khandwa","5.2/10","Khandwa, Madhya Pradesh","AICTE","₹50 K / yr BE/B.Tech - avg fe...",,"2.2 / 5 3 reviews"
"Sri Eshwar College of Engineering - [SECE], Coimbatore","5.2/10","Coimbatore, Tamil Nadu","AICTE, NBA, NAAC-A","₹40 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 23 reviews"
"Sri Indu College of Engineering and Technology, Rangareddi","5.2/10","Rangareddi, Telangana","AICTE, UGC, NBA","₹76.8 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 9 reviews"
"SJB Institute of Technology - [SJBIT], Bangalore","5.2/10","Bangalore, Karnataka","AICTE, NBA","₹33.1 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 27 reviews"
"Sri Muthukumaran Institute of Technology - [SMIT], Chennai","5.2/10","Chennai, Tamil Nadu","UGC","₹36.3 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 6 reviews"
"Aditya College Of Engineering and Technology - [ACET], East Godavari","5.2/10","East Godavari, Andhra Pradesh","AICTE","₹30 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 12 reviews"
"Sri Sivani College of Engineering - [SSCE], Srikakulam","5.2/10","Srikakulam, Andhra Pradesh","AICTE, NBA, NAAC-A","₹50.2 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 5 reviews"
"Sri Vasavi Engineering College - [SVEC], Tadepalligudem","5.2/10","Tadepalligudem, Andhra Pradesh","AICTE, NAAC-A","₹63 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 9 reviews"
"Sri Venkatesa Perumal College of Engineering and Technology - [SVPCET], Puttur","5.2/10","Puttur, Andhra Pradesh","AICTE, UGC, NBA, NAAC-A","₹37 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 5 reviews"
"Sri Venkateswara College of Engineering and Technology - [SVCET], Chittoor","5.2/10","Chittoor, Andhra Pradesh","AICTE, NAAC, UGC, NBA","₹75 K / yr BE/B.Tech - avg fe...",,"4 / 5 16 reviews"
"Sri Venkateswara Engineering College for Women - [SVEW], Tirupati","5.2/10","Tirupati, Andhra Pradesh","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,""
"Srinivasa Ramanujan Institute of Technology - [SRIT], Ananthapur","5.2/10","Ananthapur, Andhra Pradesh","AICTE","₹50.2 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 7 reviews"
"Srinivasan Engineering College - [SEC], Perambalur","5.2/10","Perambalur, Tamil Nadu","AICTE","₹31.4 K / yr BE/B.Tech - avg fe...",,"1.9 / 5 1 reviews"
"St Ann's College of Engineering and Technology - [SACET], Prakasam","5.2/10","Prakasam, Andhra Pradesh","AICTE","₹50 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 6 reviews"
"St Joseph Engineering College - [SJEC], Mangalore","5.2/10","Mangalore, Karnataka","AICTE, NBA","₹28.5 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 13 reviews"
"St Peter's College of Engineering and Technology - [SPCET], Avadi","5.2/10","Avadi, Tamil Nadu","AICTE","₹29.2 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 5 reviews"
"St. Thomas College of Engineering and Technology - [STCET], Kolkata","5.2/10","Kolkata, West Bengal","AICTE","₹79.8 K / yr BE/B.Tech - avg fe...",,""
"St Vincent Pallotti College of Engineering and Technology, Nagpur","5.2/10","Nagpur, Maharashtra","AICTE","₹1.06 L / yr BE/B.Tech - avg fe...",,"3.7 / 5 6 reviews"
"Swami Ramananda Tirtha Institute of Science & Technology - [SRTIST], Nalgonda","5.2/10","Nalgonda, Telangana","AICTE","₹38.3 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 25 reviews"
"Swami Vivekanand College of Engineering - [SVCE], Indore","5.2/10","Indore, Madhya Pradesh","AICTE","₹57.6 K / yr BE/B.Tech - avg fe...",,"2.8 / 5 7 reviews"
"Swarna Bharathi Institute of Science and Technology - [SBIT], Khammam","5.2/10","Khammam, Telangana","AICTE","₹58.1 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 8 reviews"
"Swarnandhra College of Engineering and Technology, Rangareddi","5.2/10","Rangareddi, Telangana","AICTE, NAAC, NBA","₹61.9 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 18 reviews"
"Swarnandhra Institute of Engineering and Technology - [SIET], Rangareddi","5.2/10","Rangareddi, Telangana","AICTE, NAAC","₹61.9 K / yr BE/B.Tech - avg fe...",,""
"Synergy Institute of Technology, Dewas","5.2/10","Dewas, Madhya Pradesh","AICTE","₹52 K / yr BE/B.Tech - avg fe...",,
"Tagore Engineering College - [TEC], Chennai","5.2/10","Chennai, Tamil Nadu","NAAC, NBA","₹40 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 9 reviews"
"Tamilnadu College of Engineering - [TNCE], Coimbatore","5.2/10","Coimbatore, Tamil Nadu","AICTE, NBA","₹45 K / yr BE/B.Tech - avg fe...",,"2.6 / 5 4 reviews"
"Techno India NJR Institute of Technology - [TINJRIT], Udaipur","5.2/10","Udaipur, Rajasthan","AICTE","₹80 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 9 reviews"
"Theem College of Engineering - [TCOE], Thane","5.2/10","Thane, Maharashtra","AICTE","₹66.5 K / yr BE/B.Tech - avg fe...",,"2.8 / 5 12 reviews"
"Yogananda Institute of Technology and Science - [YITS], Tirupati","5.2/10","Tirupati, Andhra Pradesh","AICTE","₹51 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 4 reviews"
"Yamuna Institute of Engineering and Technology - [YIET], Yamuna Nagar","5.2/10","Yamuna Nagar, Haryana","AICTE","₹72.7 K / yr BE/B.Tech - avg fe...",,""
"Vivekanandha College of Engineering for Women - [VCEW], Tiruchengodu","5.2/10","Tiruchengodu, Tamil Nadu","AICTE, NAAC","₹40 K / yr BE/B.Tech - avg fe...",,""
"Babu Sunder Singh Institute of Technology and Management - [BSSITM], Lucknow","5.2/10","Lucknow, Uttar Pradesh","AICTE","₹76 K / yr BE/B.Tech - avg fe...",,"1.9 / 5 1 reviews"
"DVR College of Engineering and Technology - [DVRC], Medak","5.2/10","Medak, Telangana","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,"2.3 / 5 9 reviews"
"DRK Institute of Science and Technology - [DRKIST], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE","₹37 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 6 reviews"
"Malla Reddy College of Engineering - [MRCE], Secunderabad","5.2/10","Secunderabad, Telangana","AICTE, UGC, NBA","₹52.5 K / yr BE/B.Tech - avg fe...",,"1.8 / 5 1 reviews"
"Geeta Institute of Management and Technology - [GIMT], Kurukshetra","5.2/10","Kurukshetra, Haryana","AICTE","₹65.9 K / yr BE/B.Tech - avg fe...",,"4 / 5 2 reviews"
"Hyderabad Institute of Technology and Management - [HITAM], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE","₹65 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 15 reviews"
"Jain College of Engineering - [JCE], Belgaum","5.2/10","Belgaum, Karnataka","AICTE","₹55 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 6 reviews"
"Jaipur Engineering College - [JEC], Jaipur","5.2/10","Jaipur, Rajasthan","AICTE","₹81.4 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 14 reviews"
"Jaipur Institute of Technology Group of Institution, Jaipur","5.2/10","Jaipur, Rajasthan","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,""
"RN College of Engineering and Technology - [RNCET], Panipat","5.2/10","Panipat, Haryana","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,""
"Uttaranchal Institute of Technology - [UIT], Dehradun","5.2/10","Dehradun, Uttarakhand","AICTE","₹1.41 L / yr BE/B.Tech - avg fe...",,"4.1 / 5 12 reviews"
"Vaagdevi College of Engineering, Warangal","5.2/10","Warangal, Telangana","AICTE, NBA","₹67 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 13 reviews"
"Vidyavardhaka College of Engineering - [VVCE], Mysore","5.2/10","Mysore, Karnataka","AICTE","₹34.1 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 10 reviews"
"Vignan's Institute of Technology and Aeronautical Engineering - [VITAE], Pochampalli","5.2/10","Pochampalli, Telangana","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,""
"Vignana Bharathi Institute of Technology - [VBIT], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE, NBA, NAAC-B","₹67 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 14 reviews"
"Vijay Rural Engineering College - [VREC], Nizamabad","5.2/10","Nizamabad, Telangana","AICTE, UGC","₹38 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 3 reviews"
"Vishnu Institute of Technology - [VITB], Bhimavaram","5.2/10","Bhimavaram, Andhra Pradesh","AICTE, NBA, NAAC-A","₹85 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 9 reviews"
"Viswanadha institute of Technology and Management - [VITAM], Visakhapatnam","5.2/10","Visakhapatnam, Andhra Pradesh","AICTE","₹50.2 K / yr BE/B.Tech - avg fe...",,"2.7 / 5 13 reviews"
"Yugantar Institute of Technology and Management - [YITM], Rajnandgaon","5.2/10","Rajnandgaon, Chhattisgarh","AICTE","₹70.6 K / yr BE/B.Tech - avg fe...",,
"A. D. Patel Institute of Technology - [ADIT], Vallabh Vidyanagar","5.2/10","Vallabh Vidyanagar, Gujarat","AICTE","₹76.3 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 15 reviews"
"B. R. Harne College of Engineering and Technology - [BRHCET], Thane","5.2/10","Thane, Maharashtra","AICTE, DEB","₹94.4 K / yr BE/B.Tech - avg fe...",,"3 / 5 5 reviews"
"CMR Institute of Technology - [CMRIT], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE, NBA","₹70 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 30 reviews"
"Chhatrapati Shivaji Institute of Technology - [CSIT], Durg","5.2/10","Durg, Chhattisgarh","AICTE, NBA, NAAC-B","₹63.4 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 11 reviews"
"Dr. N.G.P Institute of Technology - [DRNPIT], Coimbatore","5.2/10","Coimbatore, Tamil Nadu","AICTE, NAAC","₹40 K / yr BE/B.Tech - avg fe...",,"2.2 / 5 1 reviews"
"J.K. Institute of Engineering - [JKIE], Bilaspur","5.2/10","Bilaspur, Chhattisgarh","AICTE","₹70.6 K / yr BE/B.Tech - avg fe...",,""
"Jai Narain College of Technology - [JNCT], Bhopal","5.2/10","Bhopal, Madhya Pradesh","AICTE","₹55 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 7 reviews"
"Jansons Institute of Technology - [JIT], Coimbatore","5.2/10","Coimbatore, Tamil Nadu","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,"4.2 / 5 2 reviews"
"PM College of Engineering - [PMCE], Sonepat","5.2/10","Sonepat, Haryana","AICTE","₹50 K / yr BE/B.Tech - avg fe...",,"2.9 / 5 2 reviews"
"P.R. Patil College of Engineering & Technology - [PRPCET], Amravati","5.2/10","Amravati, Maharashtra","AICTE","₹66.7 K / yr BE/B.Tech - avg fe...",,
"PRRM Engineering College, Rangareddi","5.2/10","Rangareddi, Telangana","AICTE, UGC","₹35 K / yr BE/B.Tech - avg fe...",,"3 / 5 10 reviews"
"Panchkula Engineering College - [PEC], Panchkula","5.2/10","Panchkula, Haryana","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,""
"Panipat Institute of Engineering & Technology - [PIET], Panipat","5.2/10","Panipat, Haryana","AICTE","₹75.7 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 19 reviews"
"Universal Institute of Technology - [UIT], Hisar","5.2/10","Hisar, Haryana","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,
"Usha Rama College of Engineering and Technology - [URCE], Krishna","5.2/10","Krishna, Andhra Pradesh","AICTE, NAAC-A","₹49.8 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 10 reviews"
"Vaagdevi Institute of Technology & Science - [VITS], Kadapa","5.2/10","Kadapa, Andhra Pradesh","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 4 reviews"
"Vedica Institute of Technology, Bhopal","5.2/10","Bhopal, Madhya Pradesh","AICTE","₹45.6 K / yr BE/B.Tech - avg fe...",,"5 / 5 2 reviews"
"Velalar College of Engineering and Technology -[VCET], Erode","5.2/10","Erode, Tamil Nadu","AICTE, NAAC","₹50 K / yr BE/B.Tech - avg fe...",,"4 / 5 6 reviews"
"Vidya Academy of Science and Technology - [VAST], Thrissur","5.2/10","Thrissur, Kerala","AICTE","₹84.3 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 6 reviews"
"MATS University, Raipur","5.2/10","Raipur, Chhattisgarh","NCTE, BCI, AICTE, NAAC, UGC","₹30 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 31 reviews"
"Sarguja University, Surguja","5.2/10","Surguja, Chhattisgarh","PCI, BCI, NAAC, UGC","₹21.3 K / yr BE/B.Tech - avg fe...",,
"Apeejay Stya University - [ASU], Gurgaon","5.2/10","Gurgaon, Haryana","UGC","₹1.64 L / yr BE/B.Tech - avg fe...",,"3.9 / 5 12 reviews"
"Chitkara University, Solan","5.2/10","Solan, Himachal Pradesh","UGC","₹1.43 L / yr BE/B.Tech - avg fe...",,"4.3 / 5 16 reviews"
"Oriental University - [OU], Indore","5.2/10","Indore, Madhya Pradesh","PCI, BCI, AICTE, UGC","₹65.6 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 18 reviews"
"Mizoram University - [MZU], Aizawl","5.2/10","Aizawl, Mizoram","AICTE, UGC, NAAC-A, AIU","₹42.7 K / yr BE/B.Tech - avg fe...",,""
"B.S. Abdur Rahman University - [BSAU], Chennai","5.2/10","Chennai, Tamil Nadu","NCTE, UGC, NBA, NAAC-A","₹1.59 L / yr BE/B.Tech - avg fe...",,"4.1 / 5 20 reviews"
"Kalasalingam University - [KLU], Krishnankovil","5.2/10","Krishnankovil, Tamil Nadu","UGC, NAAC-A","₹1.03 L / yr BE/B.Tech - avg fe...",,"3.8 / 5 16 reviews"
"Sathyabama University, Chennai","5.2/10","Chennai, Tamil Nadu","UGC, NAAC-A","₹2.15 L / yr BE/B.Tech - avg fe...",,""
"Purvanchal University / Veer Bahadur Singh Purvanchal University, Jaunpur","5.2/10","Jaunpur, Uttar Pradesh","AICTE, PCI, UGC","₹60 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 5 reviews"
"Sam Higginbottom University of Agriculture Technology and Sciences - [SHUATS], Allahabad","5.2/10","Allahabad, Uttar Pradesh","NCTE, ICAR, UGC, NAAC-A","₹1.34 L / yr BE/B.Tech - avg fe...",,"3.5 / 5 25 reviews"
"ABES Institute of Technology - [ABESIT], Ghaziabad","5.2/10","Ghaziabad, Uttar Pradesh","AICTE, MHRD","₹1.24 L / yr BE/B.Tech - avg fe...",,""
"Abhinav Hi-Tech College of Engineering and Technology Himayathnagar, Hyderabad","5.2/10","Hyderabad, Telangana","AICTE","₹43.9 K / yr BE/B.Tech - avg fe...",,"2.9 / 5 4 reviews"
"Indur Institute of Engineering and Technology - [INDURIET], Siddipet","5.2/10","Siddipet, Telangana","AICTE","₹50 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 24 reviews"
"Indus Institute of Technology & Engineering - [IITE], Ahmedabad","5.2/10","Ahmedabad, Gujarat","AICTE","₹61 K / yr BE/B.Tech - avg fe...",,"4 / 5 4 reviews"
"Annamacharya Institute of Technology and Sciences - [AITS], Tirupati","5.2/10","Tirupati, Andhra Pradesh","AICTE, UGC, NBA, NAAC-A","₹58.6 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 2 reviews"
"Bagula Mukhi College of Technology - [BMCT], Bhopal","5.2/10","Bhopal, Madhya Pradesh","NCTE, AICTE","₹45.6 K / yr BE/B.Tech - avg fe...",,"2.3 / 5 1 reviews"
"Bhaskar Engineering College - [BEC], Rangareddi","5.2/10","Rangareddi, Telangana","AICTE","₹44 K / yr BE/B.Tech - avg fe...",,"2.2 / 5 2 reviews"
"Jan Nayak Ch Devi Lal Memorial College of Engineering, Sirsa","5.2/10","Sirsa, Haryana","AICTE","₹69.8 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 9 reviews"
"AC Patil College of Engineering, Navi Mumbai","5.2/10","Navi Mumbai, Maharashtra","AICTE","₹98.5 K / yr BE/B.Tech - avg fe...",,"3 / 5 15 reviews"
"SVPM's College of Engineering Malegaon, Pune","5.2/10","Pune, Maharashtra","AICTE","₹59 K / yr BE/B.Tech - avg fe...",,"2.8 / 5 4 reviews"
"BVRIT Hyderabad College of Engineering for Women - [BVRITH], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE","₹30 K / yr BE/B.Tech - avg fe...",,""
"Calicut University Institute of Engineering Technology - [CUIET], Malappuram","5.2/10","Malappuram, Kerala","AICTE","₹38.9 K / yr BE/B.Tech - avg fe...",,""
"JECRC UDML College of Engineering, Jaipur","5.2/10","Jaipur, Rajasthan","AICTE","₹72.5 K / yr BE/B.Tech - avg fe...",,""
"CMR Engineering College - [CMREC], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE","₹50 K / yr BE/B.Tech - avg fe...",,"4.2 / 5 7 reviews"
"College of Engineering - [CEK] Kallooppara, Pathanamthitta","5.2/10","Pathanamthitta, Kerala","AICTE","₹70.7 K / yr BE/B.Tech - avg fe...",,""
"College of Engineering Kottarakkara, Kollam","5.2/10","Kollam, Kerala","AICTE","₹46.8 K / yr BE/B.Tech - avg fe...",,""
"College of Engineering - [CEM] Munnar, Idukki","5.2/10","Idukki, Kerala","AICTE","₹73.2 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 5 reviews"
"Sri Vasavi Institute of Engineering and Technology - [SVIET], Krishna","5.2/10","Krishna, Andhra Pradesh","AICTE","₹63 K / yr BE/B.Tech - avg fe...",,"4 / 5 2 reviews"
"College of Engineering - [CEAL] Attingal, Thiruvananthapuram","5.2/10","Thiruvananthapuram, Kerala","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,""
"College of Engineering - [CEK], Karunagapally","5.2/10","Karunagapally, Kerala","AICTE","₹1.4 L / yr BE/B.Tech - avg fe...",,"2.7 / 5 3 reviews"
"College of Engineering - [CEK] Kidangoor, Kottayam","5.2/10","Kottayam, Kerala","AICTE","₹69.8 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 2 reviews"
"College of Engineering Pathanapuram, Pathanamthitta","5.2/10","Pathanamthitta, Kerala","AICTE","₹45.7 K / yr BE/B.Tech - avg fe...",,
"Daita Madhusudana Sastry Sri Venkateswara Hindu College of Engineering - [DMSSVHCE], Krishna","5.2/10","Krishna, Andhra Pradesh","AICTE","₹50 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 6 reviews"
"KIT's College of Engineering, Kolhapur","5.2/10","Kolhapur, Maharashtra","AICTE","₹82.7 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 15 reviews"
"KKR & KSR Institute of Technology and Sciences - [KITS], Guntur","5.2/10","Guntur, Andhra Pradesh","AICTE","₹58.1 K / yr BE/B.Tech - avg fe...",,"4.4 / 5 3 reviews"
"KLE Dr MS Sheshgiri College of Engineering & Technology, Belgaum","5.2/10","Belgaum, Karnataka","AICTE","₹75 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 5 reviews"
"KLS Gogte Institute of Technology, Belgaum","5.2/10","Belgaum, Karnataka","AICTE, NBA","₹61.1 K / yr BE/B.Tech - avg fe...",,"4.2 / 5 20 reviews"
"Kunwar Satya Vira College of Engineering and Management, Bijnor","5.2/10","Bijnor, Uttar Pradesh","AICTE","₹61.8 K / yr BE/B.Tech - avg fe...",,""
"Shree Siddhivinayak Group of Institutions - [SSGI], Yamuna Nagar","5.2/10","Yamuna Nagar, Haryana","AICTE","₹45 K / yr BE/B.Tech - avg fe...",,""
"Global College of Technology - [GCT], Jaipur","5.2/10","Jaipur, Rajasthan","NAAC, UGC","₹75.4 K / yr BE/B.Tech - avg fe...",,"4.4 / 5 2 reviews"
"Satya Institute of Technology and Management - [SITAM], Vizianagaram","5.2/10","Vizianagaram, Andhra Pradesh","AICTE","₹50.2 K / yr BE/B.Tech - avg fe...",,"4 / 5 2 reviews"
